"","value"
"26_02:486603",2.51248695933557
"26_04:486604",3.25072974977846
"26_05:486605",2.00219091397555
"26_06:486606",2.54613320802536
"27_01:486607",2.05467975262246
"27_02:486608",2.26745086036823
"27_04:486609",2.40900400945033
"27_06:486610",2.94202930759943
"28_01:486611",2.49381569567135
"28_02:486612",2.43783898430456
"28_03:486613",2.12015445064011
"28_04:486614",1.9559985542698
"28_05:486615",2.59308486436699
"29_01:486616",2.72526521406064
"29_02a:486619",2.69674041117699
"29_03:486620",2.16193584812615
"29_04:486621",2.77681034466607
"29_05:486617",2.64434538409769
"29_06:486618",2.37441051400548
"30_01a:486622",3.06071241418321
"30_02a:486623",2.51604219760675
"30_03:486624",3.35048557487969
"30_05:486625",2.45760777361772
"30_06:486626",2.16239816139433
"31_01:486627",2.80948214972469
"31_02:486628",2.41754938181807
"31_03:486629",2.47788297783179
"31_04:486630",2.30912080120471
"31_05:486631",2.41225177878866
"31_06a:486632",1.78608203968192
"32_01:486633",2.7848924989306
"32_02:486634",2.2361900539424
"32_03a:486635",2.5790467036401
"32_04:486636",3.30040033664518
"33_02:486638",2.8409208074378
"33_05:486639",2.53311565899031
"33_06:486640",3.43130968810106
"34_02:486641",2.15104566751925
"34_03:486642",2.29026297813666
"34_05:486643",2.72001734525052
"34_06:486644",2.54971585615817
"35_01:486645",2.02956448889704
"35_02:486646",2.85401324337795
"35_03:486647",2.02629685044605
"35_04:486648",2.56675027576521
"36_01:486649",2.60481252452258
"36_02:486650",2.04818053279908
"36_03:486651",2.79706048394412
"36_04:486652",2.6303432541105
"36_05:486653",1.81861982278831
"36_06:486654",1.95746717599271
"37_01:486655",3.04609972981634
"37_03:486656",2.77188046108342
"37_04:486657",3.17351259429388
"37_05:486659",2.34958543398576
"37_06:486660",2.6637766667385
"38_01:486661",2.09524463183615
"38_02:486662",2.66217471006143
"38_03:486663",2.71510019834313
"38_04:486664",2.33040114198841
"38_05:486665",3.26843912563982
"38_06:486666",2.52145763766369
"39_02:486667",2.9115902944635
"39_03:486668",2.26476954092048
"39_04:486669",2.34969899985594
"39_05a:486670",3.16887273990851
"39_06:486671",2.31051393567617
"4_04:486501",2.56227742427068
"4_05:486502",2.37845134048234
"40_01:486672",3.05581723368735
"40_03:486673",2.68753452808814
"40_04:486674",2.18885127006482
"40_06:486676",2.97660978538969
"41_01:486677",2.90708907971995
"41_02:486678",2.15510549908171
"41_05:486679",2.60979809141264
"41_06:486680",3.20769797181478
"42_01:486681",2.06017713968688
"42_02a:486682",2.79453184062489
"42_03:486683",1.92547225030028
"42_05a:486684",3.20693000156974
"42_06a:486685",1.8866757123142
"43_01:486686",2.42941235021682
"43_02:486687",2.78010977285294
"43_03:486688",2.58240588247224
"43_05:486689",2.14322952745467
"43_06:486690",2.71829677738188
"44_01:486691",2.25748968203106
"44_02:486692",2.2991959594913
"44_03:486693",2.78604676140503
"44_04:486694",2.87632553261435
"44_05:486695",2.50559849927452
"45_01:486696",2.59157192317072
"45_02:486697",2.11027561147008
"45_03:486698",2.84045584931027
"45_06:486700",2.64148092437098
"46_02:486701",2.47144161530721
"46_03:486702",1.87798655523102
"46_04:486703",1.93981930582586
"46_05:486704",1.96169540644929
"46_06:486705",3.24161000438158
"47_02:486706",2.10231063853003
"47_03:486707",2.58343205460657
"47_04:486708",2.049744698335
"47_05:486709",1.98796713323689
"48_01:486710",2.68215272477166
"48_02:486711",2.32678563006642
"48_03:486712",2.20460554205987
"48_04:486713",2.54359348656701
"48_05:486714",2.93522208786369
"48_06:486715",2.85613045754374
"49_01:486716",2.27239189946139
"49_02:486717",2.72693426128115
"49_03:486718",2.54110709388257
"49_04:486719",2.42347105823128
"49_05a:486720",2.40382696910942
"49_06:486721",2.16175839185266
"5_01:486503",2.15792236393503
"5_02:486504",2.83873755742319
"5_03:486505",2.32350237785117
"5_04a:486506",2.74057302211764
"5_05:486508",2.25919973427548
"5_06:486509",2.47244980744532
"50_01:486722",2.49619036828898
"50_02:486723",2.47276328190132
"50_03:486724",2.43729304380792
"50_04:486725",2.79731892995625
"50_06:486726",2.56601023210619
"51_01:486727",2.24979001186089
"51_03:486728",2.78595656259601
"51_04a:486729",2.92722062890118
"51_05:486730",3.20952317044489
"51_06:486731",1.99434385229441
"52_03:486733",2.50715337318325
"52_06:486735",2.8900827546282
"53_01:486736",2.70116237326943
"53_02:486737",2.10447033671708
"53_03:486738",3.63211577016038
"53_04:486739",2.43576623608217
"53_06:486740",2.75543878677246
"54_01:486742",2.69636605666059
"54_02:486743",2.35016377717559
"54_04:486744",2.86648972854796
"54_05:486745",2.6081715558372
"54_06:486746",1.63656386623012
"55_01:486747",2.51744566910081
"55_02:486748",2.98405888917917
"55_04:486749",2.53741398927081
"55_05:486750",2.30378068626236
"55_06:486751",2.2701978839046
"56_01:486752",3.21123571907786
"56_03:486753",3.03830600183537
"56_04:486754",2.36821572834187
"56_05:486755",3.03830497409196
"56_06:486756",2.23440237083307
"57_01:486757",2.118642374884
"57_03a:486758",2.38379312180324
"57_04:486759",2.21792427018667
"57_05:486760",2.47297795824207
"57_06:486761",2.74961510252693
"58_01:486762",2.37799915654926
"58_03:486763",2.7348526985129
"58_04:486764",2.59276232657121
"58_05:486765",2.48947458275375
"58_06a:486766",2.58228362070895
"59_01:486767",2.92174181944135
"59_03:486768",2.59020916104242
"59_04:486769",2.12214100792419
"59_05:486770",2.32615516624642
"59_06:486771",2.95566240635863
"6_01:486510",2.49314186455045
"6_02:486511",2.1228223579523
"6_03:486512",4.85087478212166
"6_04:486513",2.36713345114244
"6_05a:486514",2.81232501073204
"60_01:486772",2.82984581086377
"60_02:486773",2.13596094173636
"60_04:486774",3.02906757201748
"60_05:486775",2.10879854798439
"60_06:486776",2.28870545160275
"61_01:486777",2.30764345115469
"61_02a:486778",3.20816270050102
"7_01a:486515",2.38775574142333
"7_02a:486516",2.4164440909652
"7_03:486517",2.63291152618443
"7_04:486518",2.26798007749734
"7_06:486520",2.17029114741164
"8_01:486521",2.60836474504968
"8_02:486522",2.42679291912365
"8_03:486523",2.31418484495297
"8_04:486524",2.26239956175167
"8_05:486525",2.47748979971632
"8_06:486526",2.18468759144246
"9_01:486527",2.66129991348947
"9_03a:486528",2.93641554185854
"9_04:486529",2.66968448758886
"9_05:486530",2.27348263835701
"9_06:486531",2.96814710889751
"B01:486779",2.61088694440317
"B07:486780",1.83057339317599
"B12:486781",2.33083381408845
"B25:486782",2.55131369638325
"B26:486783",2.18917943214319
"B28:486784",2.21563396430374
"B30:486785",2.12684486093796
"B46:486786",2.31048568581492
"B50:486787",2.0651614315336
"D93:486788",2.01844148978586
